elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2007226,83.43899299870827,16219883,-34.0,59.42,59.42,62.177024132234145,263.8322364779355
2007310,83.48165700044774,16219849,-34.0,59.42,59.42,62.14524804200011,263.77464845917
2007393,83.44599600059155,16219826,-23.0,59.42,59.42,42.05739822855156,264.14138598240874
2007477,83.45477100010612,16219793,-33.0,59.42,59.42,60.3368786503362,264.1220173895285
2007560,83.45290899887914,16219756,-37.0,59.42,59.42,67.65194911540866,263.9481255516118
2007643,83.43044000139344,16219728,-28.0,59.42,59.42,51.209857426481776,264.12151005285557
2007727,83.43592599885596,16219693,-35.0,59.42,59.42,64.00811290748098,264.0246103985716
2007810,83.4596300010162,16219653,-40.0,59.42,59.42,73.13135254644293,263.7349482197044
2007894,83.50561299994297,16219618,-35.0,59.42,59.42,63.95469693610473,263.6390967058266
2007977,83.5684260000562,16219587,-31.0,59.42,59.42,56.60301187642111,263.6986851819123
2008061,83.45557899883715,16219548,-39.0,59.42,59.42,71.30652984215612,263.4475858830017
2008144,83.44784700057062,16219510,-38.0,59.42,59.42,69.484594895664,263.2349940993359
2008228,83.45718000055058,16219478,-32.0,59.42,59.42,58.506799534417375,263.2542855492929
2008311,83.51473699985945,16219432,-46.0,59.42,59.42,84.0455615487577,262.73370935868763
2008395,83.54616100041312,16219396,-36.0,59.42,59.42,65.75004759910915,262.59984390479923
2008478,83.51455599949986,16219364,-32.0,59.42,59.42,58.4666043130163,262.61999832922646
2008562,83.53650800017931,16219325,-39.0,59.42,59.42,71.23744907271234,262.3701162581348
2008645,83.49180999903183,16219283,-42.0,59.42,59.42,76.75832403590621,262.0036904689325
2008729,83.52547600043181,16219248,-35.0,59.42,59.42,63.93948801737317,261.9081377082379
2008812,83.49517600072431,16219209,-39.0,59.42,59.42,71.27271322026289,261.6576339754586
2008896,83.5482080001384,16219167,-42.0,59.42,59.42,76.70650944708932,261.2920564509667
2008979,83.48455999839643,16219134,-33.0,59.42,59.42,60.315349218127515,261.2731359051006
2009063,83.49440700112609,16219096,-38.0,59.42,59.42,69.4458473568391,261.0612444158532
2009146,83.51903999937349,16219059,-37.0,59.42,59.42,67.59838179614314,260.888347233649
2009230,83.42349200029275,16219025,-34.0,59.42,59.42,62.18857730424176,260.8298843732927
2009313,83.43028499984939,16218981,-44.0,59.42,59.42,80.47278260540665,260.3852855861755
2009397,83.43183500073792,16218950,-31.0,59.42,59.42,56.69567988446093,260.4428196397251
2009480,83.50329099994269,16218910,-40.0,59.42,59.42,73.09311467741061,260.15381415229865
2009564,83.49199700023746,16218873,-37.0,59.42,59.42,67.6202768644873,259.9805102247954
2009647,83.42706299845304,16218844,-29.0,59.42,59.42,53.04092783665478,260.11522012377884
2009731,83.41659200050344,16218807,-37.0,59.42,59.42,67.68140267695097,259.9407820532386
2009814,83.41100300094695,16218782,-25.0,59.42,59.42,45.733741693307444,260.2297456380761
2009897,83.42224399893894,16218750,-32.0,59.42,59.42,58.53130131649426,260.2485116265504
2009981,83.43583100031537,16218718,-32.0,59.42,59.42,58.52176986145849,260.26748197286645
2010064,83.42469899980642,16218694,-24.0,59.42,59.42,43.89718415416156,260.59527536475724
2010148,83.53179699952307,16218660,-34.0,59.42,59.42,62.107945328646785,260.53844148604907
2010231,83.53798800089862,16218631,-29.0,59.42,59.42,52.970498021539605,260.6748197733302
2010315,83.53398500003095,16218602,-29.0,59.42,59.42,52.973036400973335,260.81113785272623
